# Wavelength Flux_Radius_1 Flux_Radius_2 Flux_Radius_3 Flux_Radius_4
5.200999023437500000e+03 1.447855224609375000e+03 1.052555541992187500e+02 4.946332550048828125e+01 1.806752777099609375e+01
5.202249023437500000e+03 1.382512207031250000e+03 1.243211975097656250e+02 5.517613601684570312e+01 2.809342575073242188e+01
5.203499023437500000e+03 1.400839233398437500e+03 1.359371795654296875e+02 5.302568054199218750e+01 2.516786766052246094e+01
5.204749023437500000e+03 1.441108520507812500e+03 1.226735687255859375e+02 4.967583084106445312e+01 1.953910255432128906e+01
5.205999023437500000e+03 1.493880859375000000e+03 1.270937805175781250e+02 4.502053451538085938e+01 2.578328323364257812e+01
5.207249023437500000e+03 1.562255859375000000e+03 1.326623382568359375e+02 4.664655303955078125e+01 2.826738929748535156e+01
5.208499023437500000e+03 1.603630371093750000e+03 1.402341613769531250e+02 5.709204483032226562e+01 2.879133796691894531e+01
5.209749023437500000e+03 1.646226318359375000e+03 1.567300415039062500e+02 5.480517959594726562e+01 2.455123138427734375e+01
5.210999023437500000e+03 1.591478881835937500e+03 1.530722961425781250e+02 4.899647140502929688e+01 3.251789474487304688e+01
5.212249023437500000e+03 1.572802856445312500e+03 1.367630004882812500e+02 4.757397079467773438e+01 2.643264198303222656e+01
5.213499023437500000e+03 1.544556884765625000e+03 1.382019805908203125e+02 5.467420959472656250e+01 2.889505386352539062e+01
5.214749023437500000e+03 1.574730468750000000e+03 1.318359375000000000e+02 4.849789428710937500e+01 2.417413139343261719e+01
5.215999023437500000e+03 1.615360839843750000e+03 1.366201934814453125e+02 4.314702606201171875e+01 1.873181152343750000e+01
5.217249023437500000e+03 1.668567382812500000e+03 1.332261352539062500e+02 5.487424087524414062e+01 3.403711700439453125e+01
5.218499023437500000e+03 1.702615356445312500e+03 1.496967163085937500e+02 6.065032577514648438e+01 3.235161590576171875e+01
5.219749023437500000e+03 1.752593627929687500e+03 1.609642333984375000e+02 5.143934249877929688e+01 2.986577415466308594e+01
5.220999023437500000e+03 1.793219726562500000e+03 1.586384429931640625e+02 6.120932388305664062e+01 2.672093963623046875e+01
5.222249023437500000e+03 1.803551269531250000e+03 1.520755462646484375e+02 5.054852294921875000e+01 1.340220165252685547e+01
5.223499023437500000e+03 1.878024536132812500e+03 1.646250457763671875e+02 6.369058609008789062e+01 4.450271987915039062e+01
5.224749023437500000e+03 1.860311401367187500e+03 1.441009674072265625e+02 6.751604461669921875e+01 2.618986892700195312e+01
5.225999023437500000e+03 1.899930664062500000e+03 1.505146026611328125e+02 6.130033874511718750e+01 3.723763275146484375e+01
5.227249023437500000e+03 1.970650512695312500e+03 1.435509033203125000e+02 6.949499511718750000e+01 3.075442123413085938e+01
5.228499023437500000e+03 1.953205688476562500e+03 1.599887084960937500e+02 6.590921783447265625e+01 3.642029190063476562e+01
5.229749023437500000e+03 1.978588012695312500e+03 1.735563507080078125e+02 6.415813446044921875e+01 2.669732475280761719e+01
5.230999023437500000e+03 1.995225219726562500e+03 1.669162750244140625e+02 6.122780609130859375e+01 3.358614349365234375e+01
5.232249023437500000e+03 1.954626831054687500e+03 1.563755798339843750e+02 6.807561492919921875e+01 2.664450454711914062e+01
5.233499023437500000e+03 1.921868041992187500e+03 1.558813934326171875e+02 7.185672760009765625e+01 2.298463439941406250e+01
5.234749023437500000e+03 1.885744140625000000e+03 1.497603302001953125e+02 6.077967834472656250e+01 3.664990615844726562e+01
5.235999023437500000e+03 1.882238159179687500e+03 1.705893859863281250e+02 5.235975646972656250e+01 2.002379226684570312e+01
5.237249023437500000e+03 1.827876220703125000e+03 1.668026580810546875e+02 6.059149169921875000e+01 3.618688964843750000e+01
5.238499023437500000e+03 1.769717407226562500e+03 1.453210449218750000e+02 5.585532760620117188e+01 2.059322166442871094e+01
5.239749023437500000e+03 1.797552124023437500e+03 1.592086029052734375e+02 5.568162918090820312e+01 2.744645690917968750e+01
5.240999023437500000e+03 1.773328735351562500e+03 1.538979797363281250e+02 6.391611862182617188e+01 3.140701675415039062e+01
5.242249023437500000e+03 1.824943603515625000e+03 1.444249267578125000e+02 7.633409118652343750e+01 3.079460525512695312e+01
5.243499023437500000e+03 1.904574096679687500e+03 1.532746582031250000e+02 6.691376495361328125e+01 2.960296249389648438e+01
5.244749023437500000e+03 1.933078491210937500e+03 1.582115478515625000e+02 5.921967315673828125e+01 2.934299278259277344e+01
5.245999023437500000e+03 2.028912475585937500e+03 1.738270263671875000e+02 6.950859832763671875e+01 3.143606758117675781e+01
5.247249023437500000e+03 1.958801391601562500e+03 1.533786315917968750e+02 5.022441101074218750e+01 3.570872497558593750e+01
5.248499023437500000e+03 2.126085449218750000e+03 1.577841796875000000e+02 6.183900451660156250e+01 3.072832298278808594e+01
5.249749023437500000e+03 2.143299072265625000e+03 1.688472290039062500e+02 6.214054870605468750e+01 2.167374038696289062e+01
5.250999023437500000e+03 2.113559326171875000e+03 1.788618164062500000e+02 6.824417877197265625e+01 3.693945312500000000e+01
5.252249023437500000e+03 2.149603271484375000e+03 1.773625488281250000e+02 5.682486724853515625e+01 2.760075759887695312e+01
5.253499023437500000e+03 2.044592895507812500e+03 1.866904602050781250e+02 5.998557281494140625e+01 4.054429244995117188e+01
5.254749023437500000e+03 2.039367797851562500e+03 1.625892333984375000e+02 6.846343231201171875e+01 4.232227325439453125e+01
5.255999023437500000e+03 2.011470458984375000e+03 1.607182617187500000e+02 6.578968048095703125e+01 3.588282012939453125e+01
5.257249023437500000e+03 2.020269165039062500e+03 1.762351989746093750e+02 5.879585266113281250e+01 3.486767196655273438e+01
5.258499023437500000e+03 1.964849243164062500e+03 1.649376983642578125e+02 6.266721343994140625e+01 2.957331275939941406e+01
5.259749023437500000e+03 1.938705566406250000e+03 1.456267395019531250e+02 5.301631927490234375e+01 2.560698890686035156e+01
5.260999023437500000e+03 1.973759765625000000e+03 1.811220245361328125e+02 6.344237899780273438e+01 3.004852485656738281e+01
5.262249023437500000e+03 1.966958374023437500e+03 1.705829010009765625e+02 6.139268493652343750e+01 3.039269065856933594e+01
5.263499023437500000e+03 2.014372192382812500e+03 1.751664428710937500e+02 6.011357498168945312e+01 3.283671951293945312e+01
5.264749023437500000e+03 2.067429443359375000e+03 1.739682617187500000e+02 5.668029022216796875e+01 2.714229393005371094e+01
5.265999023437500000e+03 2.093587402343750000e+03 1.698689880371093750e+02 6.349779129028320312e+01 3.108652496337890625e+01
5.267249023437500000e+03 2.103535400390625000e+03 1.803190307617187500e+02 7.154706573486328125e+01 2.670475578308105469e+01
5.268499023437500000e+03 2.123348876953125000e+03 1.968757171630859375e+02 6.148328018188476562e+01 2.407232475280761719e+01
5.269749023437500000e+03 2.116294921875000000e+03 1.798697052001953125e+02 7.185028839111328125e+01 3.409930038452148438e+01
5.270999023437500000e+03 2.244824951171875000e+03 1.817156829833984375e+02 6.497673034667968750e+01 3.596242904663085938e+01
5.272249023437500000e+03 2.156748779296875000e+03 1.770004882812500000e+02 7.507024383544921875e+01 3.246556854248046875e+01
5.273499023437500000e+03 2.151332275390625000e+03 1.775512084960937500e+02 7.570658874511718750e+01 3.200659942626953125e+01
5.274749023437500000e+03 2.178563964843750000e+03 1.826118469238281250e+02 6.773788452148437500e+01 2.474203681945800781e+01
5.275999023437500000e+03 2.108305664062500000e+03 1.735407714843750000e+02 6.146260452270507812e+01 3.482241821289062500e+01
5.277249023437500000e+03 2.154754150390625000e+03 1.690711669921875000e+02 6.073431396484375000e+01 3.497508239746093750e+01
5.278499023437500000e+03 2.124435058593750000e+03 1.825440216064453125e+02 6.812750244140625000e+01 3.035052680969238281e+01
5.279749023437500000e+03 2.062779785156250000e+03 1.683431091308593750e+02 6.780718231201171875e+01 3.057457351684570312e+01
5.280999023437500000e+03 2.033727539062500000e+03 1.741632690429687500e+02 5.991742706298828125e+01 3.752748489379882812e+01
5.282249023437500000e+03 2.056573242187500000e+03 1.729021759033203125e+02 7.255782318115234375e+01 3.358779907226562500e+01
5.283499023437500000e+03 2.035352294921875000e+03 1.572801055908203125e+02 7.898638153076171875e+01 3.420909881591796875e+01
5.284749023437500000e+03 2.037327392578125000e+03 1.725902862548828125e+02 7.663764953613281250e+01 2.513088607788085938e+01
5.285999023437500000e+03 2.084425537109375000e+03 1.801358795166015625e+02 7.408707427978515625e+01 3.202479934692382812e+01
5.287249023437500000e+03 2.141573974609375000e+03 1.685823516845703125e+02 7.099655914306640625e+01 3.653166198730468750e+01
5.288499023437500000e+03 2.144809082031250000e+03 1.873319549560546875e+02 7.679598236083984375e+01 3.565327835083007812e+01
5.289749023437500000e+03 2.138824462890625000e+03 1.906671600341796875e+02 7.938205718994140625e+01 3.847046661376953125e+01
5.290999023437500000e+03 2.075590576171875000e+03 1.952509155273437500e+02 6.335931015014648438e+01 3.478035736083984375e+01
5.292249023437500000e+03 2.081368408203125000e+03 1.688449401855468750e+02 7.260696411132812500e+01 3.007791519165039062e+01
5.293499023437500000e+03 1.995114624023437500e+03 1.722562713623046875e+02 6.655982208251953125e+01 3.383939361572265625e+01
5.294749023437500000e+03 1.954133422851562500e+03 1.796611480712890625e+02 6.201185989379882812e+01 3.689246368408203125e+01
5.295999023437500000e+03 1.872310546875000000e+03 1.692544555664062500e+02 4.744834136962890625e+01 3.154659843444824219e+01
5.297249023437500000e+03 1.791010009765625000e+03 1.650697021484375000e+02 6.018888092041015625e+01 2.636444282531738281e+01
5.298499023437500000e+03 1.767989501953125000e+03 1.670161895751953125e+02 5.765412521362304688e+01 2.717864418029785156e+01
5.299749023437500000e+03 1.792163818359375000e+03 1.436249542236328125e+02 5.355043792724609375e+01 2.047459602355957031e+01
5.300999023437500000e+03 1.827369873046875000e+03 1.498275756835937500e+02 5.657624053955078125e+01 2.461622810363769531e+01
5.302249023437500000e+03 1.851871582031250000e+03 1.470816192626953125e+02 6.248612594604492188e+01 3.013471031188964844e+01
5.303499023437500000e+03 1.876953857421875000e+03 1.507008819580078125e+02 6.692086029052734375e+01 2.140889549255371094e+01
5.304749023437500000e+03 1.932971557617187500e+03 1.584673309326171875e+02 6.679589080810546875e+01 3.562609100341796875e+01
5.305999023437500000e+03 2.010409301757812500e+03 1.753539733886718750e+02 6.892102050781250000e+01 3.231888198852539062e+01
5.307249023437500000e+03 2.011625610351562500e+03 1.585944366455078125e+02 6.980182647705078125e+01 2.795187759399414062e+01
5.308499023437500000e+03 2.009713867187500000e+03 1.772090454101562500e+02 6.020861816406250000e+01 3.889540481567382812e+01
5.309749023437500000e+03 2.078865966796875000e+03 1.797023468017578125e+02 6.807207489013671875e+01 3.738868713378906250e+01
5.310999023437500000e+03 2.115874267578125000e+03 1.937906799316406250e+02 8.527423858642578125e+01 3.834689331054687500e+01
5.312249023437500000e+03 2.104543457031250000e+03 1.702131958007812500e+02 7.903401947021484375e+01 3.761406326293945312e+01
5.313499023437500000e+03 2.138153320312500000e+03 1.841592254638671875e+02 6.661494445800781250e+01 2.765465164184570312e+01
5.314749023437500000e+03 2.181997558593750000e+03 1.569124298095703125e+02 7.989367675781250000e+01 3.032024383544921875e+01
5.315999023437500000e+03 2.150156250000000000e+03 1.860614471435546875e+02 8.059880065917968750e+01 3.891806411743164062e+01
5.317249023437500000e+03 2.235423583984375000e+03 1.744779357910156250e+02 7.370722198486328125e+01 3.265867996215820312e+01
5.318499023437500000e+03 2.253750000000000000e+03 1.769922332763671875e+02 6.870562744140625000e+01 3.870702362060546875e+01
5.319749023437500000e+03 2.335814453125000000e+03 1.869232025146484375e+02 7.497843170166015625e+01 4.031799697875976562e+01
5.320999023437500000e+03 2.313925048828125000e+03 2.011657257080078125e+02 6.314868927001953125e+01 3.105723762512207031e+01
5.322249023437500000e+03 2.301139160156250000e+03 1.918896484375000000e+02 8.407950592041015625e+01 3.503619384765625000e+01
5.323499023437500000e+03 2.279539062500000000e+03 1.946841278076171875e+02 7.807292938232421875e+01 3.414674377441406250e+01
5.324749023437500000e+03 2.254729003906250000e+03 2.152792358398437500e+02 7.860089874267578125e+01 3.226351928710937500e+01
5.325999023437500000e+03 2.224238281250000000e+03 1.955495605468750000e+02 7.898100280761718750e+01 3.457038116455078125e+01
5.327249023437500000e+03 2.131793945312500000e+03 1.844071502685546875e+02 7.184000396728515625e+01 4.131713867187500000e+01
5.328499023437500000e+03 2.145564208984375000e+03 1.819531402587890625e+02 7.100799560546875000e+01 3.835961914062500000e+01
5.329749023437500000e+03 2.149613525390625000e+03 1.684644165039062500e+02 6.349907684326171875e+01 4.796208953857421875e+01
5.330999023437500000e+03 2.117723144531250000e+03 1.661526794433593750e+02 6.049863052368164062e+01 4.599350357055664062e+01
5.332249023437500000e+03 2.064844970703125000e+03 1.784254455566406250e+02 8.011376953125000000e+01 3.436150360107421875e+01
5.333499023437500000e+03 2.192659179687500000e+03 1.810495910644531250e+02 8.172080993652343750e+01 3.248180770874023438e+01
5.334749023437500000e+03 2.224416748046875000e+03 1.838506317138671875e+02 6.482073974609375000e+01 3.641949462890625000e+01
5.335999023437500000e+03 2.200517578125000000e+03 1.789541778564453125e+02 6.538800048828125000e+01 3.666289520263671875e+01
5.337249023437500000e+03 2.266848388671875000e+03 1.933112945556640625e+02 7.826794433593750000e+01 3.805459594726562500e+01
5.338499023437500000e+03 2.315593750000000000e+03 1.949181976318359375e+02 6.995266723632812500e+01 3.920824050903320312e+01
5.339749023437500000e+03 2.327169433593750000e+03 2.050355987548828125e+02 7.419008636474609375e+01 4.210797119140625000e+01
5.340999023437500000e+03 2.335010986328125000e+03 1.877200927734375000e+02 7.036235046386718750e+01 3.535861206054687500e+01
5.342249023437500000e+03 2.355689453125000000e+03 1.950735931396484375e+02 7.417590332031250000e+01 2.944689369201660156e+01
5.343499023437500000e+03 2.315795410156250000e+03 1.904852905273437500e+02 7.883412933349609375e+01 3.855242919921875000e+01
5.344749023437500000e+03 2.347947753906250000e+03 1.854812622070312500e+02 6.319134140014648438e+01 2.948424339294433594e+01
5.345999023437500000e+03 2.334736816406250000e+03 2.001896514892578125e+02 7.250034332275390625e+01 3.676871871948242188e+01
5.347249023437500000e+03 2.359144775390625000e+03 1.975218200683593750e+02 6.704577636718750000e+01 4.247628021240234375e+01
5.348499023437500000e+03 2.284445312500000000e+03 1.817550659179687500e+02 7.418991851806640625e+01 3.973449325561523438e+01
5.349749023437500000e+03 2.347995605468750000e+03 1.853796234130859375e+02 7.098748779296875000e+01 3.586478805541992188e+01
5.350999023437500000e+03 2.278255859375000000e+03 1.799513854980468750e+02 6.044211196899414062e+01 3.707383346557617188e+01
5.352249023437500000e+03 2.210816406250000000e+03 1.892631683349609375e+02 6.340568542480468750e+01 4.194961166381835938e+01
5.353499023437500000e+03 2.238875000000000000e+03 1.965033111572265625e+02 6.839874267578125000e+01 4.569788360595703125e+01
5.354749023437500000e+03 2.183891601562500000e+03 1.755652008056640625e+02 6.880626678466796875e+01 3.509602737426757812e+01
5.355999023437500000e+03 2.133435791015625000e+03 1.744746398925781250e+02 6.396317672729492188e+01 3.511500167846679688e+01
5.357249023437500000e+03 2.063653808593750000e+03 1.811024017333984375e+02 7.102538299560546875e+01 4.172785568237304688e+01
5.358499023437500000e+03 2.046337646484375000e+03 1.695839691162109375e+02 6.458452606201171875e+01 3.174420356750488281e+01
5.359749023437500000e+03 2.013223388671875000e+03 1.678582305908203125e+02 6.326228713989257812e+01 3.354298782348632812e+01
5.360999023437500000e+03 1.966817382812500000e+03 1.775517730712890625e+02 6.170166397094726562e+01 2.724610519409179688e+01
5.362249023437500000e+03 2.031628173828125000e+03 1.708390960693359375e+02 6.936346435546875000e+01 3.589732360839843750e+01
5.363499023437500000e+03 2.159437744140625000e+03 1.629460601806640625e+02 4.645661926269531250e+01 2.439829826354980469e+01
5.364749023437500000e+03 2.130403076171875000e+03 1.730929565429687500e+02 6.995384979248046875e+01 4.406413650512695312e+01
5.365999023437500000e+03 2.168571777343750000e+03 1.717767639160156250e+02 6.973860931396484375e+01 4.031471633911132812e+01
5.367249023437500000e+03 2.236496582031250000e+03 1.811732788085937500e+02 7.558737182617187500e+01 3.747695159912109375e+01
5.368499023437500000e+03 2.229529052734375000e+03 1.808764801025390625e+02 7.128470611572265625e+01 4.245523834228515625e+01
5.369749023437500000e+03 2.192183105468750000e+03 1.818082275390625000e+02 8.638658142089843750e+01 3.442916488647460938e+01
5.370999023437500000e+03 2.202498535156250000e+03 1.888771514892578125e+02 7.556384277343750000e+01 3.621503829956054688e+01
5.372249023437500000e+03 2.207947753906250000e+03 1.843139343261718750e+02 7.505622863769531250e+01 3.188477897644042969e+01
5.373499023437500000e+03 2.151383789062500000e+03 1.884280242919921875e+02 6.464611816406250000e+01 4.101952743530273438e+01
5.374749023437500000e+03 2.118113525390625000e+03 1.917328338623046875e+02 7.464940643310546875e+01 3.398898696899414062e+01
5.375999023437500000e+03 2.153000244140625000e+03 1.836750488281250000e+02 7.697833251953125000e+01 4.132022094726562500e+01
5.377249023437500000e+03 2.147679199218750000e+03 1.959434204101562500e+02 7.181845855712890625e+01 3.966733551025390625e+01
5.378499023437500000e+03 2.143849609375000000e+03 1.852410736083984375e+02 7.532495117187500000e+01 3.440444564819335938e+01
5.379749023437500000e+03 2.161655761718750000e+03 1.809617004394531250e+02 6.192518234252929688e+01 2.910420608520507812e+01
5.380999023437500000e+03 2.242875732421875000e+03 1.629082031250000000e+02 6.327433013916015625e+01 3.440400695800781250e+01
5.382249023437500000e+03 2.220433105468750000e+03 1.840526733398437500e+02 7.674604797363281250e+01 3.695323562622070312e+01
5.383499023437500000e+03 2.255066894531250000e+03 1.787384796142578125e+02 7.987177276611328125e+01 3.823374557495117188e+01
5.384749023437500000e+03 2.286410156250000000e+03 1.742304992675781250e+02 8.000540924072265625e+01 3.413451004028320312e+01
5.385999023437500000e+03 2.332554199218750000e+03 1.924069061279296875e+02 7.812291717529296875e+01 3.896686935424804688e+01
5.387249023437500000e+03 2.380992675781250000e+03 2.050557098388671875e+02 7.173641967773437500e+01 3.525188446044921875e+01
5.388499023437500000e+03 2.401964111328125000e+03 1.968314514160156250e+02 6.527951049804687500e+01 4.056766128540039062e+01
5.389749023437500000e+03 2.376304931640625000e+03 1.766550598144531250e+02 7.094377136230468750e+01 4.336190414428710938e+01
5.390999023437500000e+03 2.390683105468750000e+03 2.169472351074218750e+02 8.054788970947265625e+01 2.698769378662109375e+01
5.392249023437500000e+03 2.366508544921875000e+03 1.973009033203125000e+02 8.082303619384765625e+01 2.849251937866210938e+01
5.393499023437500000e+03 2.346389404296875000e+03 1.948123779296875000e+02 7.455507659912109375e+01 3.713324356079101562e+01
5.394749023437500000e+03 2.334096435546875000e+03 1.978213806152343750e+02 7.152660369873046875e+01 4.232514190673828125e+01
5.395999023437500000e+03 2.283196044921875000e+03 1.776224822998046875e+02 7.165219116210937500e+01 3.601309967041015625e+01
5.397249023437500000e+03 2.214143798828125000e+03 1.862388458251953125e+02 6.387339782714843750e+01 3.745116806030273438e+01
5.398499023437500000e+03 2.154630371093750000e+03 1.867692871093750000e+02 7.809875488281250000e+01 3.276914596557617188e+01
5.399749023437500000e+03 2.104272216796875000e+03 1.757611694335937500e+02 7.148635101318359375e+01 3.284335327148437500e+01
5.400999023437500000e+03 2.134299804687500000e+03 1.709510040283203125e+02 6.525310516357421875e+01 2.794495773315429688e+01
5.402249023437500000e+03 2.110213134765625000e+03 1.882557983398437500e+02 6.764851379394531250e+01 4.635113906860351562e+01
5.403499023437500000e+03 2.121162109375000000e+03 1.856038513183593750e+02 6.785060119628906250e+01 3.330038833618164062e+01
5.404749023437500000e+03 2.131430419921875000e+03 1.705664978027343750e+02 7.543395996093750000e+01 3.563750076293945312e+01
5.405999023437500000e+03 2.230495117187500000e+03 1.950364074707031250e+02 6.388180160522460938e+01 3.516754913330078125e+01
5.407249023437500000e+03 2.218804931640625000e+03 2.067973785400390625e+02 7.656886291503906250e+01 3.954071807861328125e+01
5.408499023437500000e+03 2.226903076171875000e+03 1.800270843505859375e+02 6.698770141601562500e+01 2.801065063476562500e+01
5.409749023437500000e+03 2.255538574218750000e+03 1.780805664062500000e+02 7.933652496337890625e+01 3.924235534667968750e+01
5.410999023437500000e+03 2.213052978515625000e+03 1.860514221191406250e+02 6.331009674072265625e+01 3.263094711303710938e+01
5.412249023437500000e+03 2.251621337890625000e+03 1.852554931640625000e+02 7.220816802978515625e+01 3.919287872314453125e+01
5.413499023437500000e+03 2.281243896484375000e+03 1.958766784667968750e+02 7.805228424072265625e+01 4.088091659545898438e+01
5.414749023437500000e+03 2.286183593750000000e+03 1.868870239257812500e+02 7.945655822753906250e+01 4.262108612060546875e+01
5.415999023437500000e+03 2.301601318359375000e+03 2.095336151123046875e+02 8.060276794433593750e+01 3.879404830932617188e+01
5.417249023437500000e+03 2.289389160156250000e+03 1.822669677734375000e+02 6.894606018066406250e+01 4.017884826660156250e+01
5.418499023437500000e+03 2.312969970703125000e+03 1.897577819824218750e+02 8.000598144531250000e+01 3.982429504394531250e+01
5.419749023437500000e+03 2.252270751953125000e+03 1.911917572021484375e+02 6.350025558471679688e+01 4.664791488647460938e+01
5.420999023437500000e+03 2.274047607421875000e+03 1.927321319580078125e+02 8.259105682373046875e+01 3.565322875976562500e+01
5.422249023437500000e+03 2.202050292968750000e+03 1.709892425537109375e+02 7.640024566650390625e+01 3.861116409301757812e+01
5.423499023437500000e+03 2.163677978515625000e+03 1.882901916503906250e+02 5.048009109497070312e+01 3.717202377319335938e+01
5.424749023437500000e+03 2.190636718750000000e+03 1.767260284423828125e+02 7.770667266845703125e+01 3.863388824462890625e+01
5.425999023437500000e+03 2.171039062500000000e+03 1.743245697021484375e+02 7.627763366699218750e+01 4.046624374389648438e+01
5.427249023437500000e+03 2.144680419921875000e+03 1.817676544189453125e+02 6.438695526123046875e+01 3.736377334594726562e+01
5.428499023437500000e+03 2.111163574218750000e+03 1.864062042236328125e+02 4.454035186767578125e+01 3.556678009033203125e+01
5.429749023437500000e+03 2.134774658203125000e+03 1.765561370849609375e+02 6.737802124023437500e+01 3.622211456298828125e+01
5.430999023437500000e+03 2.154569091796875000e+03 1.907380828857421875e+02 7.261686706542968750e+01 3.779135513305664062e+01
5.432249023437500000e+03 2.121113281250000000e+03 1.847892456054687500e+02 5.945963287353515625e+01 2.945072174072265625e+01
5.433499023437500000e+03 2.094578369140625000e+03 1.726509857177734375e+02 6.235795593261718750e+01 3.397573471069335938e+01
5.434749023437500000e+03 2.075935791015625000e+03 1.783858642578125000e+02 6.627035522460937500e+01 3.448156356811523438e+01
5.435999023437500000e+03 2.098261962890625000e+03 1.780173797607421875e+02 7.254206848144531250e+01 4.429521560668945312e+01
5.437249023437500000e+03 2.105672119140625000e+03 1.830199737548828125e+02 6.891776275634765625e+01 3.588187408447265625e+01
5.438499023437500000e+03 2.060038818359375000e+03 1.693238220214843750e+02 6.615115356445312500e+01 3.541032028198242188e+01
5.439749023437500000e+03 2.087002685546875000e+03 1.700235290527343750e+02 6.554308319091796875e+01 3.179780387878417969e+01
5.440999023437500000e+03 2.102052978515625000e+03 1.612275695800781250e+02 6.100498199462890625e+01 3.029845428466796875e+01
5.442249023437500000e+03 2.073044677734375000e+03 1.805110473632812500e+02 6.080845260620117188e+01 2.548337745666503906e+01
5.443499023437500000e+03 2.113239746093750000e+03 1.808160095214843750e+02 5.934490203857421875e+01 3.757067871093750000e+01
5.444749023437500000e+03 2.161926025390625000e+03 1.964611358642578125e+02 6.136644744873046875e+01 3.064892768859863281e+01
5.445999023437500000e+03 2.257093261718750000e+03 1.891089019775390625e+02 5.980534362792968750e+01 3.928215408325195312e+01
5.447249023437500000e+03 2.260822753906250000e+03 1.965555114746093750e+02 7.041727447509765625e+01 3.234160614013671875e+01
5.448499023437500000e+03 2.249536132812500000e+03 1.962704925537109375e+02 8.131240844726562500e+01 4.314383697509765625e+01
5.449749023437500000e+03 2.298726074218750000e+03 1.831048278808593750e+02 6.165945434570312500e+01 4.005996704101562500e+01
5.450999023437500000e+03 2.265556640625000000e+03 1.841347808837890625e+02 7.631587219238281250e+01 3.349294662475585938e+01
5.452249023437500000e+03 2.277883789062500000e+03 1.838181915283203125e+02 9.538326263427734375e+01 3.594261169433593750e+01
5.453499023437500000e+03 2.284881591796875000e+03 1.914389038085937500e+02 7.083248901367187500e+01 3.878790283203125000e+01
5.454749023437500000e+03 2.266616210937500000e+03 1.799289093017578125e+02 7.624748992919921875e+01 2.860564613342285156e+01
5.455999023437500000e+03 2.227261474609375000e+03 1.983070068359375000e+02 8.262881469726562500e+01 3.969424819946289062e+01
5.457249023437500000e+03 2.287591064453125000e+03 1.801198272705078125e+02 7.926528930664062500e+01 4.595606231689453125e+01
5.458499023437500000e+03 2.221027832031250000e+03 1.805576171875000000e+02 7.243495941162109375e+01 3.459000396728515625e+01
5.459749023437500000e+03 2.228810058593750000e+03 1.930066223144531250e+02 7.929406738281250000e+01 3.771539306640625000e+01
5.460999023437500000e+03 2.189948730468750000e+03 1.902425842285156250e+02 7.295990753173828125e+01 3.419220733642578125e+01
5.462249023437500000e+03 2.159615234375000000e+03 2.073468780517578125e+02 7.209619903564453125e+01 3.691831970214843750e+01
5.463499023437500000e+03 2.197236572265625000e+03 1.803550415039062500e+02 6.406771087646484375e+01 3.345154571533203125e+01
5.464749023437500000e+03 2.189897705078125000e+03 1.885779571533203125e+02 5.891213989257812500e+01 4.031498718261718750e+01
5.465999023437500000e+03 2.157227294921875000e+03 1.879868164062500000e+02 6.623545837402343750e+01 3.212577056884765625e+01
5.467249023437500000e+03 2.176038574218750000e+03 2.043587341308593750e+02 6.110184097290039062e+01 2.432897949218750000e+01
5.468499023437500000e+03 2.215250488281250000e+03 1.720701599121093750e+02 6.494869995117187500e+01 3.180127716064453125e+01
5.469749023437500000e+03 2.211995361328125000e+03 1.911598815917968750e+02 6.230907821655273438e+01 3.266503906250000000e+01
5.470999023437500000e+03 2.264467285156250000e+03 1.632338104248046875e+02 6.897032928466796875e+01 3.470083618164062500e+01
5.472249023437500000e+03 2.343544677734375000e+03 1.791479187011718750e+02 6.648233795166015625e+01 4.455864715576171875e+01
5.473499023437500000e+03 2.313320800781250000e+03 2.055821075439453125e+02 7.144091796875000000e+01 4.934860610961914062e+01
5.474749023437500000e+03 2.328175048828125000e+03 1.808973388671875000e+02 5.562415313720703125e+01 3.784330368041992188e+01
5.475999023437500000e+03 2.314357421875000000e+03 1.868616638183593750e+02 6.616497802734375000e+01 4.040304183959960938e+01
5.477249023437500000e+03 2.280919433593750000e+03 1.893452453613281250e+02 7.430075836181640625e+01 3.779001235961914062e+01
5.478499023437500000e+03 2.286083251953125000e+03 1.919084320068359375e+02 6.993080902099609375e+01 4.737115478515625000e+01
5.479749023437500000e+03 2.201292968750000000e+03 1.886324768066406250e+02 4.295311355590820312e+01 3.717873382568359375e+01
5.480999023437500000e+03 2.191077392578125000e+03 1.979511566162109375e+02 5.949203872680664062e+01 3.378014373779296875e+01
5.482249023437500000e+03 2.227018798828125000e+03 1.825144195556640625e+02 6.550125885009765625e+01 3.482772827148437500e+01
5.483499023437500000e+03 2.157213378906250000e+03 1.847228393554687500e+02 7.379086303710937500e+01 3.194499206542968750e+01
5.484749023437500000e+03 2.143804199218750000e+03 2.012605285644531250e+02 7.074124908447265625e+01 3.881449508666992188e+01
5.485999023437500000e+03 2.191331054687500000e+03 1.895634613037109375e+02 7.159885406494140625e+01 2.890373420715332031e+01
5.487249023437500000e+03 2.120687500000000000e+03 1.735520324707031250e+02 7.817086791992187500e+01 3.557945251464843750e+01
5.488499023437500000e+03 2.125536132812500000e+03 1.797132720947265625e+02 7.174916839599609375e+01 3.822411346435546875e+01
5.489749023437500000e+03 2.146503417968750000e+03 1.642182617187500000e+02 7.982014465332031250e+01 4.100631713867187500e+01
